idCompetencia,titCompetencia,dsCompetencia,tipoCompetencia,AtivaCompetencia,DesatiCompetencia,idCompetenciaAnterior,idCicloCompetencia,nivelProcesso,versaoCadeia,idSubProcesso,idProcesso,idMacroprocesso,titSubProcesso,dsSubProcesso,titProcesso,dsProcesso,titMacroprocesso,dsMacroprocesso,uaGestoraSubProcesso,uaGestoraProcesso,siglaMacroprocesso,idSubProcessoAnterior,idProcessoAnterior,idMacroprocessoAnterior,DesativacaoSuprocesso,Desativacaoprocesso,DesativacaoMacroprocesso
420,Proposição de métodos para navegação,"Propor métodos, aplicativos e tecnologias para emprego na navegação, para as embarcações existentes, de forma a aumentar a eficiência e a segurança das operações náuticas na RFB.",Específica,19/06/2018,,0,3,SubProcesso,2014,230405,230400,230000,Gerir Atividades Náuticas,Gerir Atividades Náuticas,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
420,Proposição de métodos para navegação,"Propor métodos, aplicativos e tecnologias para emprego na navegação, para as embarcações existentes, de forma a aumentar a eficiência e a segurança das operações náuticas na RFB.",Específica,19/06/2018,,0,3,SubProcesso,2014,230403,230400,230000,Realizar Retenção e Apreensão de Mercadorias,Realizar Retenção e Apreensão de Mercadorias,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021800,0021800,FISCT,0,30500,0,,,
421,Planejamento de operações náuticas,"Planejar as operações náuticas, baseado nas informações previamente coletadas de diversas fontes, de maneira coordenada com os demais órgãos e unidades.",Específica,19/06/2018,,0,3,SubProcesso,2014,230401,230400,230000,Realizar Ações de Vigilância Aduaneira,Realizar Ações de Vigilância Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
421,Planejamento de operações náuticas,"Planejar as operações náuticas, baseado nas informações previamente coletadas de diversas fontes, de maneira coordenada com os demais órgãos e unidades.",Específica,19/06/2018,,0,3,SubProcesso,2014,230402,230400,230000,Realizar Operações de Repressão Aduaneira,Realizar Operações de Repressão Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
421,Planejamento de operações náuticas,"Planejar as operações náuticas, baseado nas informações previamente coletadas de diversas fontes, de maneira coordenada com os demais órgãos e unidades.",Específica,19/06/2018,,0,3,SubProcesso,2014,230405,230400,230000,Gerir Atividades Náuticas,Gerir Atividades Náuticas,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
421,Planejamento de operações náuticas,"Planejar as operações náuticas, baseado nas informações previamente coletadas de diversas fontes, de maneira coordenada com os demais órgãos e unidades.",Específica,19/06/2018,,0,3,SubProcesso,2014,230403,230400,230000,Realizar Retenção e Apreensão de Mercadorias,Realizar Retenção e Apreensão de Mercadorias,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021800,0021800,FISCT,0,30500,0,,,
422,Proposição de aperfeiçoamento da atividade náutica,"Propor medidas nacionais de aperfeiçoamento, organização e aparelhamento em relação à atividade náutica, de acordo com as boas práticas em outras Aduanas, novidades de mercado e outras informações disponíveis, levando em consideração as peculiaridades e necessidades de cada local.",Específica,19/06/2018,,0,3,SubProcesso,2014,230401,230400,230000,Realizar Ações de Vigilância Aduaneira,Realizar Ações de Vigilância Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
422,Proposição de aperfeiçoamento da atividade náutica,"Propor medidas nacionais de aperfeiçoamento, organização e aparelhamento em relação à atividade náutica, de acordo com as boas práticas em outras Aduanas, novidades de mercado e outras informações disponíveis, levando em consideração as peculiaridades e necessidades de cada local.",Específica,19/06/2018,,0,3,SubProcesso,2014,230402,230400,230000,Realizar Operações de Repressão Aduaneira,Realizar Operações de Repressão Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
422,Proposição de aperfeiçoamento da atividade náutica,"Propor medidas nacionais de aperfeiçoamento, organização e aparelhamento em relação à atividade náutica, de acordo com as boas práticas em outras Aduanas, novidades de mercado e outras informações disponíveis, levando em consideração as peculiaridades e necessidades de cada local.",Específica,19/06/2018,,0,3,SubProcesso,2014,230405,230400,230000,Gerir Atividades Náuticas,Gerir Atividades Náuticas,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
422,Proposição de aperfeiçoamento da atividade náutica,"Propor medidas nacionais de aperfeiçoamento, organização e aparelhamento em relação à atividade náutica, de acordo com as boas práticas em outras Aduanas, novidades de mercado e outras informações disponíveis, levando em consideração as peculiaridades e necessidades de cada local.",Específica,19/06/2018,,0,3,SubProcesso,2014,230407,230400,230000,Gerir Utilização de Armamento Institucional,Gerir Utilização de Armamento Institucional,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
422,Proposição de aperfeiçoamento da atividade náutica,"Propor medidas nacionais de aperfeiçoamento, organização e aparelhamento em relação à atividade náutica, de acordo com as boas práticas em outras Aduanas, novidades de mercado e outras informações disponíveis, levando em consideração as peculiaridades e necessidades de cada local.",Específica,19/06/2018,,0,3,SubProcesso,2014,230403,230400,230000,Realizar Retenção e Apreensão de Mercadorias,Realizar Retenção e Apreensão de Mercadorias,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021800,0021800,FISCT,0,30500,0,,,
423,Organização de equipes de operações náuticas,"Organizar as equipes envolvidas em operações náuticas, otimizando os recursos humanos disponíveis para a não interrupção das operações, levando em conta a legislação pertinente.",Específica,19/06/2018,,0,3,SubProcesso,2014,230401,230400,230000,Realizar Ações de Vigilância Aduaneira,Realizar Ações de Vigilância Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
423,Organização de equipes de operações náuticas,"Organizar as equipes envolvidas em operações náuticas, otimizando os recursos humanos disponíveis para a não interrupção das operações, levando em conta a legislação pertinente.",Específica,19/06/2018,,0,3,SubProcesso,2014,230402,230400,230000,Realizar Operações de Repressão Aduaneira,Realizar Operações de Repressão Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
423,Organização de equipes de operações náuticas,"Organizar as equipes envolvidas em operações náuticas, otimizando os recursos humanos disponíveis para a não interrupção das operações, levando em conta a legislação pertinente.",Específica,19/06/2018,,0,3,SubProcesso,2014,230405,230400,230000,Gerir Atividades Náuticas,Gerir Atividades Náuticas,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
423,Organização de equipes de operações náuticas,"Organizar as equipes envolvidas em operações náuticas, otimizando os recursos humanos disponíveis para a não interrupção das operações, levando em conta a legislação pertinente.",Específica,19/06/2018,,0,3,SubProcesso,2014,230407,230400,230000,Gerir Utilização de Armamento Institucional,Gerir Utilização de Armamento Institucional,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
423,Organização de equipes de operações náuticas,"Organizar as equipes envolvidas em operações náuticas, otimizando os recursos humanos disponíveis para a não interrupção das operações, levando em conta a legislação pertinente.",Específica,19/06/2018,,0,3,SubProcesso,2014,230403,230400,230000,Realizar Retenção e Apreensão de Mercadorias,Realizar Retenção e Apreensão de Mercadorias,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021800,0021800,FISCT,0,30500,0,,,
424,Solução de panes em embarcações,"Identificar e solucionar pequenas panes emergenciais nas embarcações, com eficiência e agilidade.",Específica,19/06/2018,,0,3,SubProcesso,2014,230401,230400,230000,Realizar Ações de Vigilância Aduaneira,Realizar Ações de Vigilância Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
424,Solução de panes em embarcações,"Identificar e solucionar pequenas panes emergenciais nas embarcações, com eficiência e agilidade.",Específica,19/06/2018,,0,3,SubProcesso,2014,230402,230400,230000,Realizar Operações de Repressão Aduaneira,Realizar Operações de Repressão Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
424,Solução de panes em embarcações,"Identificar e solucionar pequenas panes emergenciais nas embarcações, com eficiência e agilidade.",Específica,19/06/2018,,0,3,SubProcesso,2014,230405,230400,230000,Gerir Atividades Náuticas,Gerir Atividades Náuticas,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
424,Solução de panes em embarcações,"Identificar e solucionar pequenas panes emergenciais nas embarcações, com eficiência e agilidade.",Específica,19/06/2018,,0,3,SubProcesso,2014,230403,230400,230000,Realizar Retenção e Apreensão de Mercadorias,Realizar Retenção e Apreensão de Mercadorias,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021800,0021800,FISCT,0,30500,0,,,
425,Tripulação de embarcações,"Tripular embarcações de estado no serviço público executando atividades como embarcar, desembarcar, pular pequenos vãos e jogar cabos, observando a legislação pertinente, e eventualmente interagindo com outros órgãos, com segurança, resistência e aptidão físicas e psicológicas necessárias, inclusive para longas jornadas de trabalho.",Específica,19/06/2018,,0,3,SubProcesso,2014,230401,230400,230000,Realizar Ações de Vigilância Aduaneira,Realizar Ações de Vigilância Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
425,Tripulação de embarcações,"Tripular embarcações de estado no serviço público executando atividades como embarcar, desembarcar, pular pequenos vãos e jogar cabos, observando a legislação pertinente, e eventualmente interagindo com outros órgãos, com segurança, resistência e aptidão físicas e psicológicas necessárias, inclusive para longas jornadas de trabalho.",Específica,19/06/2018,,0,3,SubProcesso,2014,230402,230400,230000,Realizar Operações de Repressão Aduaneira,Realizar Operações de Repressão Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
425,Tripulação de embarcações,"Tripular embarcações de estado no serviço público executando atividades como embarcar, desembarcar, pular pequenos vãos e jogar cabos, observando a legislação pertinente, e eventualmente interagindo com outros órgãos, com segurança, resistência e aptidão físicas e psicológicas necessárias, inclusive para longas jornadas de trabalho.",Específica,19/06/2018,,0,3,SubProcesso,2014,230405,230400,230000,Gerir Atividades Náuticas,Gerir Atividades Náuticas,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
425,Tripulação de embarcações,"Tripular embarcações de estado no serviço público executando atividades como embarcar, desembarcar, pular pequenos vãos e jogar cabos, observando a legislação pertinente, e eventualmente interagindo com outros órgãos, com segurança, resistência e aptidão físicas e psicológicas necessárias, inclusive para longas jornadas de trabalho.",Específica,19/06/2018,,0,3,SubProcesso,2014,230403,230400,230000,Realizar Retenção e Apreensão de Mercadorias,Realizar Retenção e Apreensão de Mercadorias,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021800,0021800,FISCT,0,30500,0,,,
426,Planejamento de rotas para embarcações,"Efetuar planejamento de rotas, considerando a autonomia das embarcações, o funcionamento dos portos e as restrições porventura existentes às operações náuticas, de acordo com o planejamento operacional.",Específica,19/06/2018,,0,3,SubProcesso,2014,230401,230400,230000,Realizar Ações de Vigilância Aduaneira,Realizar Ações de Vigilância Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
426,Planejamento de rotas para embarcações,"Efetuar planejamento de rotas, considerando a autonomia das embarcações, o funcionamento dos portos e as restrições porventura existentes às operações náuticas, de acordo com o planejamento operacional.",Específica,19/06/2018,,0,3,SubProcesso,2014,230402,230400,230000,Realizar Operações de Repressão Aduaneira,Realizar Operações de Repressão Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
426,Planejamento de rotas para embarcações,"Efetuar planejamento de rotas, considerando a autonomia das embarcações, o funcionamento dos portos e as restrições porventura existentes às operações náuticas, de acordo com o planejamento operacional.",Específica,19/06/2018,,0,3,SubProcesso,2014,230405,230400,230000,Gerir Atividades Náuticas,Gerir Atividades Náuticas,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
426,Planejamento de rotas para embarcações,"Efetuar planejamento de rotas, considerando a autonomia das embarcações, o funcionamento dos portos e as restrições porventura existentes às operações náuticas, de acordo com o planejamento operacional.",Específica,19/06/2018,,0,3,SubProcesso,2014,230403,230400,230000,Realizar Retenção e Apreensão de Mercadorias,Realizar Retenção e Apreensão de Mercadorias,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021800,0021800,FISCT,0,30500,0,,,
427,Pilotagem de embarcações,"Conduzir embarcações de estado no serviço público, observando as características específicas de cada sistema (propulsão, fonia, eletrônico, navegação, e outros), segundo a legislação pertinente.",Específica,19/06/2018,,0,3,SubProcesso,2014,230401,230400,230000,Realizar Ações de Vigilância Aduaneira,Realizar Ações de Vigilância Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
427,Pilotagem de embarcações,"Conduzir embarcações de estado no serviço público, observando as características específicas de cada sistema (propulsão, fonia, eletrônico, navegação, e outros), segundo a legislação pertinente.",Específica,19/06/2018,,0,3,SubProcesso,2014,230402,230400,230000,Realizar Operações de Repressão Aduaneira,Realizar Operações de Repressão Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
427,Pilotagem de embarcações,"Conduzir embarcações de estado no serviço público, observando as características específicas de cada sistema (propulsão, fonia, eletrônico, navegação, e outros), segundo a legislação pertinente.",Específica,19/06/2018,,0,3,SubProcesso,2014,230405,230400,230000,Gerir Atividades Náuticas,Gerir Atividades Náuticas,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
427,Pilotagem de embarcações,"Conduzir embarcações de estado no serviço público, observando as características específicas de cada sistema (propulsão, fonia, eletrônico, navegação, e outros), segundo a legislação pertinente.",Específica,19/06/2018,,0,3,SubProcesso,2014,230403,230400,230000,Realizar Retenção e Apreensão de Mercadorias,Realizar Retenção e Apreensão de Mercadorias,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021800,0021800,FISCT,0,30500,0,,,
428,Elaboração de relatórios de operações náuticas,"Relatar de maneira clara, objetiva e circunstanciada as ocorrências e dados das operações náuticas.",Específica,19/06/2018,,0,3,SubProcesso,2014,230401,230400,230000,Realizar Ações de Vigilância Aduaneira,Realizar Ações de Vigilância Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
428,Elaboração de relatórios de operações náuticas,"Relatar de maneira clara, objetiva e circunstanciada as ocorrências e dados das operações náuticas.",Específica,19/06/2018,,0,3,SubProcesso,2014,230402,230400,230000,Realizar Operações de Repressão Aduaneira,Realizar Operações de Repressão Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
428,Elaboração de relatórios de operações náuticas,"Relatar de maneira clara, objetiva e circunstanciada as ocorrências e dados das operações náuticas.",Específica,19/06/2018,,0,3,SubProcesso,2014,230405,230400,230000,Gerir Atividades Náuticas,Gerir Atividades Náuticas,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
428,Elaboração de relatórios de operações náuticas,"Relatar de maneira clara, objetiva e circunstanciada as ocorrências e dados das operações náuticas.",Específica,19/06/2018,,0,3,SubProcesso,2014,230403,230400,230000,Realizar Retenção e Apreensão de Mercadorias,Realizar Retenção e Apreensão de Mercadorias,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021800,0021800,FISCT,0,30500,0,,,
429,Rondas e patrulhas na área náutica,"Identificar os locais, rotas, horários, modus operandi das organizações para as rondas e patrulhas na área náutica jurisdicionada, baseado nas informações previamente coletadas de diversas fontes.",Específica,19/06/2018,,0,3,SubProcesso,2014,230401,230400,230000,Realizar Ações de Vigilância Aduaneira,Realizar Ações de Vigilância Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
429,Rondas e patrulhas na área náutica,"Identificar os locais, rotas, horários, modus operandi das organizações para as rondas e patrulhas na área náutica jurisdicionada, baseado nas informações previamente coletadas de diversas fontes.",Específica,19/06/2018,,0,3,SubProcesso,2014,230402,230400,230000,Realizar Operações de Repressão Aduaneira,Realizar Operações de Repressão Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
429,Rondas e patrulhas na área náutica,"Identificar os locais, rotas, horários, modus operandi das organizações para as rondas e patrulhas na área náutica jurisdicionada, baseado nas informações previamente coletadas de diversas fontes.",Específica,19/06/2018,,0,3,SubProcesso,2014,230405,230400,230000,Gerir Atividades Náuticas,Gerir Atividades Náuticas,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
429,Rondas e patrulhas na área náutica,"Identificar os locais, rotas, horários, modus operandi das organizações para as rondas e patrulhas na área náutica jurisdicionada, baseado nas informações previamente coletadas de diversas fontes.",Específica,19/06/2018,,0,3,SubProcesso,2014,230403,230400,230000,Realizar Retenção e Apreensão de Mercadorias,Realizar Retenção e Apreensão de Mercadorias,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021800,0021800,FISCT,0,30500,0,,,
430,Identificação de riscos em atividades náuticas,"Identificar riscos potenciais ou reais no exercício das atividades náuticas, conforme normas de navegação, expertise da equipe e informações disponíveis.",Específica,19/06/2018,,0,3,SubProcesso,2014,230401,230400,230000,Realizar Ações de Vigilância Aduaneira,Realizar Ações de Vigilância Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
430,Identificação de riscos em atividades náuticas,"Identificar riscos potenciais ou reais no exercício das atividades náuticas, conforme normas de navegação, expertise da equipe e informações disponíveis.",Específica,19/06/2018,,0,3,SubProcesso,2014,230402,230400,230000,Realizar Operações de Repressão Aduaneira,Realizar Operações de Repressão Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
430,Identificação de riscos em atividades náuticas,"Identificar riscos potenciais ou reais no exercício das atividades náuticas, conforme normas de navegação, expertise da equipe e informações disponíveis.",Específica,19/06/2018,,0,3,SubProcesso,2014,230405,230400,230000,Gerir Atividades Náuticas,Gerir Atividades Náuticas,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
430,Identificação de riscos em atividades náuticas,"Identificar riscos potenciais ou reais no exercício das atividades náuticas, conforme normas de navegação, expertise da equipe e informações disponíveis.",Específica,19/06/2018,,0,3,SubProcesso,2014,230403,230400,230000,Realizar Retenção e Apreensão de Mercadorias,Realizar Retenção e Apreensão de Mercadorias,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021800,0021800,FISCT,0,30500,0,,,
431,Busca aduaneira em pessoas e embarcações,"Realizar busca aduaneira em pessoas e embarcações de forma técnica, segura e sistematizada.",Específica,19/06/2018,,0,3,SubProcesso,2014,230401,230400,230000,Realizar Ações de Vigilância Aduaneira,Realizar Ações de Vigilância Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
431,Busca aduaneira em pessoas e embarcações,"Realizar busca aduaneira em pessoas e embarcações de forma técnica, segura e sistematizada.",Específica,19/06/2018,,0,3,SubProcesso,2014,230402,230400,230000,Realizar Operações de Repressão Aduaneira,Realizar Operações de Repressão Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
431,Busca aduaneira em pessoas e embarcações,"Realizar busca aduaneira em pessoas e embarcações de forma técnica, segura e sistematizada.",Específica,19/06/2018,,0,3,SubProcesso,2014,230405,230400,230000,Gerir Atividades Náuticas,Gerir Atividades Náuticas,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
431,Busca aduaneira em pessoas e embarcações,"Realizar busca aduaneira em pessoas e embarcações de forma técnica, segura e sistematizada.",Específica,19/06/2018,,0,3,SubProcesso,2014,230406,230400,230000,Gerir Atividades de Cães de Faro,Gerir Atividades de Cães de Faro,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
431,Busca aduaneira em pessoas e embarcações,"Realizar busca aduaneira em pessoas e embarcações de forma técnica, segura e sistematizada.",Específica,19/06/2018,,0,3,SubProcesso,2014,230403,230400,230000,Realizar Retenção e Apreensão de Mercadorias,Realizar Retenção e Apreensão de Mercadorias,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021800,0021800,FISCT,0,30500,0,,,
432,Abordagem de embarcações e pessoas,"Realizar abordagem a embarcações e pessoas, aplicando as técnicas de segurança do e-Manual de Vigilância e Repressão da RFB, visando a integridade física de pessoas e embarcações.",Específica,19/06/2018,,0,3,SubProcesso,2014,230401,230400,230000,Realizar Ações de Vigilância Aduaneira,Realizar Ações de Vigilância Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
432,Abordagem de embarcações e pessoas,"Realizar abordagem a embarcações e pessoas, aplicando as técnicas de segurança do e-Manual de Vigilância e Repressão da RFB, visando a integridade física de pessoas e embarcações.",Específica,19/06/2018,,0,3,SubProcesso,2014,230402,230400,230000,Realizar Operações de Repressão Aduaneira,Realizar Operações de Repressão Aduaneira,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
432,Abordagem de embarcações e pessoas,"Realizar abordagem a embarcações e pessoas, aplicando as técnicas de segurança do e-Manual de Vigilância e Repressão da RFB, visando a integridade física de pessoas e embarcações.",Específica,19/06/2018,,0,3,SubProcesso,2014,230405,230400,230000,Gerir Atividades Náuticas,Gerir Atividades Náuticas,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
432,Abordagem de embarcações e pessoas,"Realizar abordagem a embarcações e pessoas, aplicando as técnicas de segurança do e-Manual de Vigilância e Repressão da RFB, visando a integridade física de pessoas e embarcações.",Específica,19/06/2018,,0,3,SubProcesso,2014,230406,230400,230000,Gerir Atividades de Cães de Faro,Gerir Atividades de Cães de Faro,Realizar a Vigilância e Repressão,Realizar a Vigilância e Repressão,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021805,0021800,FISCT,0,30500,0,,,
